qid,form_id,form_type,lang,type,question,answer
F0094-x-annual_income-ta,F0094,scholarship,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,145000
F0094-x-annual_income-mr,F0094,scholarship,mr,extraction,वार्षिक उत्पन्न (रु.)?,145000
F0094-x-annual_income-kn,F0094,scholarship,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,145000
F0094-x-family_members-en,F0094,scholarship,en,extraction,Number of Family Members?,5
F0094-x-family_members-hi,F0094,scholarship,hi,extraction,परिवार के सदस्यों की संख्या?,5
F0094-x-family_members-bn,F0094,scholarship,bn,extraction,পরিবারের সদস্য সংখ্যা?,5
F0094-x-family_members-te,F0094,scholarship,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,5
F0094-x-family_members-ta,F0094,scholarship,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,5
F0094-x-family_members-mr,F0094,scholarship,mr,extraction,कुटुंब सदस्यांची संख्या?,5
F0094-x-family_members-kn,F0094,scholarship,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,5
F0094-x-category-en,F0094,scholarship,en,extraction,Category?,SC
F0094-x-category-hi,F0094,scholarship,hi,extraction,श्रेणी?,SC
F0094-x-category-bn,F0094,scholarship,bn,extraction,শ্রেণী?,SC
F0094-x-category-te,F0094,scholarship,te,extraction,వర్గం?,SC
F0094-x-category-ta,F0094,scholarship,ta,extraction,பிரிவு?,SC
F0094-x-category-mr,F0094,scholarship,mr,extraction,प्रवर्ग?,SC
F0094-x-category-kn,F0094,scholarship,kn,extraction,ವರ್ಗ?,SC
F0094-r-elig-en,F0094,scholarship,en,reasoning,"Based on the income cap and household size rule, is this applicant eligible? Answer yes or no.",yes
F0094-r-elig-hi,F0094,scholarship,hi,reasoning,"आय सीमा और परिवार के आकार के नियम के आधार पर, क्या यह आवेदक पात्र है? हाँ या नहीं में उत्तर दें।",yes
F0094-r-elig-bn,F0094,scholarship,bn,reasoning,"আয়ের সীমা এবং পরিবারের আকারের নিয়ম অনুসারে, এই আবেদনকারী কি যোগ্য? হ্যাঁ বা না উত্তর দিন।",yes
F0094-r-elig-te,F0094,scholarship,te,reasoning,"ఆదాయ పరిమితి మరియు కుటుంబ పరిమాణ నియమం ఆధారంగా, ఈ దరఖాస్తుదారు అర్హులా? అవును లేదా కాదు అని సమాధానం ఇవ్వండి.",yes
F0094-r-elig-ta,F0094,scholarship,ta,reasoning,"வருமான வரம்பு மற்றும் குடும்ப அளவு விதியின் அடிப்படையில், இந்த விண்ணப்பதாரர் தகுதியானவரா? ஆம் அல்லது இல்லை என பதிலளிக்கவும்.",yes
F0094-r-elig-mr,F0094,scholarship,mr,reasoning,"उत्पन्न मर्यादा आणि कुटुंब आकाराच्या नियमानुसार, हा अर्जदार पात्र आहे का? होय किंवा नाही उत्तर द्या.",yes
F0094-r-elig-kn,F0094,scholarship,kn,reasoning,"ಆದಾಯ ಮಿತಿ ಮತ್ತು ಕುಟುಂಬ ಗಾತ್ರದ ನಿಯಮದ ಆಧಾರದ ಮೇಲೆ, ಈ ಅರ್ಜಿದಾರರು ಅರ್ಹರೇ? ಹೌದು ಅಥವಾ ಇಲ್ಲ ಎಂದು ಉತ್ತರಿಸಿ.",yes
F0095-x-applicant_name-en,F0095,old_age_pension,en,extraction,Applicant Name?,Arjun Nair
F0095-x-applicant_name-hi,F0095,old_age_pension,hi,extraction,आवेदक का नाम?,अर्जुन नायर
F0095-x-applicant_name-bn,F0095,old_age_pension,bn,extraction,আবেদনকারীর নাম?,অর্জুন নায়ার
F0095-x-applicant_name-te,F0095,old_age_pension,te,extraction,దరఖాస్తుదారు పేరు?,అర్జున్ నాయర్
F0095-x-applicant_name-ta,F0095,old_age_pension,ta,extraction,விண்ணப்பதாரர் பெயர்?,அர்ஜுன் நாயர்
F0095-x-applicant_name-mr,F0095,old_age_pension,mr,extraction,अर्जदाराचे नाव?,अर्जुन नायर
F0095-x-applicant_name-kn,F0095,old_age_pension,kn,extraction,ಅರ್ಜಿದಾರರ ಹೆಸರು?,ಅರ್ಜುನ್ ನಾಯರ್
F0095-x-district-en,F0095,old_age_pension,en,extraction,District?,Guntur
F0095-x-district-hi,F0095,old_age_pension,hi,extraction,जिला?,गुंटूर
F0095-x-district-bn,F0095,old_age_pension,bn,extraction,জেলা?,গুন্টুর
F0095-x-district-te,F0095,old_age_pension,te,extraction,జిల్లా?,గుంటూరు
F0095-x-district-ta,F0095,old_age_pension,ta,extraction,மாவட்டம்?,குண்டூர்
F0095-x-district-mr,F0095,old_age_pension,mr,extraction,जिल्हा?,गुंटूर
F0095-x-district-kn,F0095,old_age_pension,kn,extraction,ಜಿಲ್ಲೆ?,ಗುಂಟೂರು
F0095-x-annual_income-en,F0095,old_age_pension,en,extraction,Annual Income (Rs.)?,118000
F0095-x-annual_income-hi,F0095,old_age_pension,hi,extraction,वार्षिक आय (रु.)?,118000
F0095-x-annual_income-bn,F0095,old_age_pension,bn,extraction,বার্ষিক আয় (টাকা)?,118000
F0095-x-annual_income-te,F0095,old_age_pension,te,extraction,వార్షిక ఆదాయం (రూ.)?,118000
F0095-x-annual_income-ta,F0095,old_age_pension,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,118000
F0095-x-annual_income-mr,F0095,old_age_pension,mr,extraction,वार्षिक उत्पन्न (रु.)?,118000
F0095-x-annual_income-kn,F0095,old_age_pension,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,118000
F0095-x-family_members-en,F0095,old_age_pension,en,extraction,Number of Family Members?,3
F0095-x-family_members-hi,F0095,old_age_pension,hi,extraction,परिवार के सदस्यों की संख्या?,3
F0095-x-family_members-bn,F0095,old_age_pension,bn,extraction,পরিবারের সদস্য সংখ্যা?,3
F0095-x-family_members-te,F0095,old_age_pension,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,3
F0095-x-family_members-ta,F0095,old_age_pension,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,3
F0095-x-family_members-mr,F0095,old_age_pension,mr,extraction,कुटुंब सदस्यांची संख्या?,3
F0095-x-family_members-kn,F0095,old_age_pension,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,3
F0095-x-category-en,F0095,old_age_pension,en,extraction,Category?,EWS
F0095-x-category-hi,F0095,old_age_pension,hi,extraction,श्रेणी?,EWS
F0095-x-category-bn,F0095,old_age_pension,bn,extraction,শ্রেণী?,EWS
F0095-x-category-te,F0095,old_age_pension,te,extraction,వర్గం?,EWS
F0095-x-category-ta,F0095,old_age_pension,ta,extraction,பிரிவு?,EWS
F0095-x-category-mr,F0095,old_age_pension,mr,extraction,प्रवर्ग?,EWS
F0095-x-category-kn,F0095,old_age_pension,kn,extraction,ವರ್ಗ?,EWS
F0095-r-elig-en,F0095,old_age_pension,en,reasoning,"Based on the income cap and household size rule, is this applicant eligible? Answer yes or no.",no
F0095-r-elig-hi,F0095,old_age_pension,hi,reasoning,"आय सीमा और परिवार के आकार के नियम के आधार पर, क्या यह आवेदक पात्र है? हाँ या नहीं में उत्तर दें।",no
F0095-r-elig-bn,F0095,old_age_pension,bn,reasoning,"আয়ের সীমা এবং পরিবারের আকারের নিয়ম অনুসারে, এই আবেদনকারী কি যোগ্য? হ্যাঁ বা না উত্তর দিন।",no
F0095-r-elig-te,F0095,old_age_pension,te,reasoning,"ఆదాయ పరిమితి మరియు కుటుంబ పరిమాణ నియమం ఆధారంగా, ఈ దరఖాస్తుదారు అర్హులా? అవును లేదా కాదు అని సమాధానం ఇవ్వండి.",no
F0095-r-elig-ta,F0095,old_age_pension,ta,reasoning,"வருமான வரம்பு மற்றும் குடும்ப அளவு விதியின் அடிப்படையில், இந்த விண்ணப்பதாரர் தகுதியானவரா? ஆம் அல்லது இல்லை என பதிலளிக்கவும்.",no
F0095-r-elig-mr,F0095,old_age_pension,mr,reasoning,"उत्पन्न मर्यादा आणि कुटुंब आकाराच्या नियमानुसार, हा अर्जदार पात्र आहे का? होय किंवा नाही उत्तर द्या.",no
F0095-r-elig-kn,F0095,old_age_pension,kn,reasoning,"ಆದಾಯ ಮಿತಿ ಮತ್ತು ಕುಟುಂಬ ಗಾತ್ರದ ನಿಯಮದ ಆಧಾರದ ಮೇಲೆ, ಈ ಅರ್ಜಿದಾರರು ಅರ್ಹರೇ? ಹೌದು ಅಥವಾ ಇಲ್ಲ ಎಂದು ಉತ್ತರಿಸಿ.",no
F0096-x-applicant_name-en,F0096,old_age_pension,en,extraction,Applicant Name?,Venkat Reddy
F0096-x-applicant_name-hi,F0096,old_age_pension,hi,extraction,आवेदक का नाम?,वेंकट रेड्डी
F0096-x-applicant_name-bn,F0096,old_age_pension,bn,extraction,আবেদনকারীর নাম?,ভেঙ্কট রেড্ডি
F0096-x-applicant_name-te,F0096,old_age_pension,te,extraction,దరఖాస్తుదారు పేరు?,వెంకట్ రెడ్డి
F0096-x-applicant_name-ta,F0096,old_age_pension,ta,extraction,விண்ணப்பதாரர் பெயர்?,வெங்கட் ரெட்டி
F0096-x-applicant_name-mr,F0096,old_age_pension,mr,extraction,अर्जदाराचे नाव?,वेंकट रेड्डी
F0096-x-applicant_name-kn,F0096,old_age_pension,kn,extraction,ಅರ್ಜಿದಾರರ ಹೆಸರು?,ವೆಂಕಟ್ ರೆಡ್ಡಿ
F0096-x-district-en,F0096,old_age_pension,en,extraction,District?,Visakhapatnam
F0096-x-district-hi,F0096,old_age_pension,hi,extraction,जिला?,विशाखापत्तनम
F0096-x-district-bn,F0096,old_age_pension,bn,extraction,জেলা?,বিশাখাপত্তনম
F0096-x-district-te,F0096,old_age_pension,te,extraction,జిల్లా?,విశాఖపట్నం
F0096-x-district-ta,F0096,old_age_pension,ta,extraction,மாவட்டம்?,விசாகப்பட்டினம்
F0096-x-district-mr,F0096,old_age_pension,mr,extraction,जिल्हा?,विशाखापट्टणम
F0096-x-district-kn,F0096,old_age_pension,kn,extraction,ಜಿಲ್ಲೆ?,ವಿಶಾಖಪಟ್ಟಣಂ
F0096-x-annual_income-en,F0096,old_age_pension,en,extraction,Annual Income (Rs.)?,118000
F0096-x-annual_income-hi,F0096,old_age_pension,hi,extraction,वार्षिक आय (रु.)?,118000
F0096-x-annual_income-bn,F0096,old_age_pension,bn,extraction,বার্ষিক আয় (টাকা)?,118000
F0096-x-annual_income-te,F0096,old_age_pension,te,extraction,వార్షిక ఆదాయం (రూ.)?,118000
F0096-x-annual_income-ta,F0096,old_age_pension,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,118000
F0096-x-annual_income-mr,F0096,old_age_pension,mr,extraction,वार्षिक उत्पन्न (रु.)?,118000
F0096-x-annual_income-kn,F0096,old_age_pension,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,118000
F0096-x-family_members-en,F0096,old_age_pension,en,extraction,Number of Family Members?,6
F0096-x-family_members-hi,F0096,old_age_pension,hi,extraction,परिवार के सदस्यों की संख्या?,6
F0096-x-family_members-bn,F0096,old_age_pension,bn,extraction,পরিবারের সদস্য সংখ্যা?,6
F0096-x-family_members-te,F0096,old_age_pension,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,6
F0096-x-family_members-ta,F0096,old_age_pension,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,6
F0096-x-family_members-mr,F0096,old_age_pension,mr,extraction,कुटुंब सदस्यांची संख्या?,6
F0096-x-family_members-kn,F0096,old_age_pension,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,6
F0096-x-category-en,F0096,old_age_pension,en,extraction,Category?,SC
F0096-x-category-hi,F0096,old_age_pension,hi,extraction,श्रेणी?,SC
F0096-x-category-bn,F0096,old_age_pension,bn,extraction,শ্রেণী?,SC
F0096-x-category-te,F0096,old_age_pension,te,extraction,వర్గం?,SC
F0096-x-category-ta,F0096,old_age_pension,ta,extraction,பிரிவு?,SC
F0096-x-category-mr,F0096,old_age_pension,mr,extraction,प्रवर्ग?,SC
F0096-x-category-kn,F0096,old_age_pension,kn,extraction,ವರ್ಗ?,SC
F0096-r-elig-en,F0096,old_age_pension,en,reasoning,"Based on the income cap and household size rule, is this applicant eligible? Answer yes or no.",no
F0096-r-elig-hi,F0096,old_age_pension,hi,reasoning,"आय सीमा और परिवार के आकार के नियम के आधार पर, क्या यह आवेदक पात्र है? हाँ या नहीं में उत्तर दें।",no
F0096-r-elig-bn,F0096,old_age_pension,bn,reasoning,"আয়ের সীমা এবং পরিবারের আকারের নিয়ম অনুসারে, এই আবেদনকারী কি যোগ্য? হ্যাঁ বা না উত্তর দিন।",no
F0096-r-elig-te,F0096,old_age_pension,te,reasoning,"ఆదాయ పరిమితి మరియు కుటుంబ పరిమాణ నియమం ఆధారంగా, ఈ దరఖాస్తుదారు అర్హులా? అవును లేదా కాదు అని సమాధానం ఇవ్వండి.",no
F0096-r-elig-ta,F0096,old_age_pension,ta,reasoning,"வருமான வரம்பு மற்றும் குடும்ப அளவு விதியின் அடிப்படையில், இந்த விண்ணப்பதாரர் தகுதியானவரா? ஆம் அல்லது இல்லை என பதிலளிக்கவும்.",no
F0096-r-elig-mr,F0096,old_age_pension,mr,reasoning,"उत्पन्न मर्यादा आणि कुटुंब आकाराच्या नियमानुसार, हा अर्जदार पात्र आहे का? होय किंवा नाही उत्तर द्या.",no
F0096-r-elig-kn,F0096,old_age_pension,kn,reasoning,"ಆದಾಯ ಮಿತಿ ಮತ್ತು ಕುಟುಂಬ ಗಾತ್ರದ ನಿಯಮದ ಆಧಾರದ ಮೇಲೆ, ಈ ಅರ್ಜಿದಾರರು ಅರ್ಹರೇ? ಹೌದು ಅಥವಾ ಇಲ್ಲ ಎಂದು ಉತ್ತರಿಸಿ.",no
F0097-x-applicant_name-en,F0097,old_age_pension,en,extraction,Applicant Name?,Anjali Patil
F0097-x-applicant_name-hi,F0097,old_age_pension,hi,extraction,आवेदक का नाम?,अंजली पाटील
F0097-x-applicant_name-bn,F0097,old_age_pension,bn,extraction,আবেদনকারীর নাম?,অঞ্জলি পাটিল
F0097-x-applicant_name-te,F0097,old_age_pension,te,extraction,దరఖాస్తుదారు పేరు?,అంజలి పాటిల్
F0097-x-applicant_name-ta,F0097,old_age_pension,ta,extraction,விண்ணப்பதாரர் பெயர்?,அஞ்சலி பாட்டீல்
F0097-x-applicant_name-mr,F0097,old_age_pension,mr,extraction,अर्जदाराचे नाव?,अंजली पाटील
F0097-x-applicant_name-kn,F0097,old_age_pension,kn,extraction,ಅರ್ಜಿದಾರರ ಹೆಸರು?,ಅಂಜಲಿ ಪಾಟೀಲ್
F0097-x-district-en,F0097,old_age_pension,en,extraction,District?,Guntur
F0097-x-district-hi,F0097,old_age_pension,hi,extraction,जिला?,गुंटूर
F0097-x-district-bn,F0097,old_age_pension,bn,extraction,জেলা?,গুন্টুর
F0097-x-district-te,F0097,old_age_pension,te,extraction,జిల్లా?,గుంటూరు
F0097-x-district-ta,F0097,old_age_pension,ta,extraction,மாவட்டம்?,குண்டூர்
F0097-x-district-mr,F0097,old_age_pension,mr,extraction,जिल्हा?,गुंटूर
F0097-x-district-kn,F0097,old_age_pension,kn,extraction,ಜಿಲ್ಲೆ?,ಗುಂಟೂರು
F0097-x-annual_income-en,F0097,old_age_pension,en,extraction,Annual Income (Rs.)?,310000
F0097-x-annual_income-hi,F0097,old_age_pension,hi,extraction,वार्षिक आय (रु.)?,310000
F0097-x-annual_income-bn,F0097,old_age_pension,bn,extraction,বার্ষিক আয় (টাকা)?,310000
F0097-x-annual_income-te,F0097,old_age_pension,te,extraction,వార్షిక ఆదాయం (రూ.)?,310000
F0097-x-annual_income-ta,F0097,old_age_pension,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,310000
F0097-x-annual_income-mr,F0097,old_age_pension,mr,extraction,वार्षिक उत्पन्न (रु.)?,310000
F0097-x-annual_income-kn,F0097,old_age_pension,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,310000
F0097-x-family_members-en,F0097,old_age_pension,en,extraction,Number of Family Members?,1
F0097-x-family_members-hi,F0097,old_age_pension,hi,extraction,परिवार के सदस्यों की संख्या?,1
F0097-x-family_members-bn,F0097,old_age_pension,bn,extraction,পরিবারের সদস্য সংখ্যা?,1
F0097-x-family_members-te,F0097,old_age_pension,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,1
F0097-x-family_members-ta,F0097,old_age_pension,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,1
F0097-x-family_members-mr,F0097,old_age_pension,mr,extraction,कुटुंब सदस्यांची संख्या?,1
F0097-x-family_members-kn,F0097,old_age_pension,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,1
F0097-x-category-en,F0097,old_age_pension,en,extraction,Category?,ST
F0097-x-category-hi,F0097,old_age_pension,hi,extraction,श्रेणी?,ST
F0097-x-category-bn,F0097,old_age_pension,bn,extraction,শ্রেণী?,ST
F0097-x-category-te,F0097,old_age_pension,te,extraction,వర్గం?,ST
F0097-x-category-ta,F0097,old_age_pension,ta,extraction,பிரிவு?,ST
F0097-x-category-mr,F0097,old_age_pension,mr,extraction,प्रवर्ग?,ST
F0097-x-category-kn,F0097,old_age_pension,kn,extraction,ವರ್ಗ?,ST
F0097-r-elig-en,F0097,old_age_pension,en,reasoning,"Based on the income cap and household size rule, is this applicant eligible? Answer yes or no.",no
F0097-r-elig-hi,F0097,old_age_pension,hi,reasoning,"आय सीमा और परिवार के आकार के नियम के आधार पर, क्या यह आवेदक पात्र है? हाँ या नहीं में उत्तर दें।",no
F0097-r-elig-bn,F0097,old_age_pension,bn,reasoning,"আয়ের সীমা এবং পরিবারের আকারের নিয়ম অনুসারে, এই আবেদনকারী কি যোগ্য? হ্যাঁ বা না উত্তর দিন।",no
F0097-r-elig-te,F0097,old_age_pension,te,reasoning,"ఆదాయ పరిమితి మరియు కుటుంబ పరిమాణ నియమం ఆధారంగా, ఈ దరఖాస్తుదారు అర్హులా? అవును లేదా కాదు అని సమాధానం ఇవ్వండి.",no
F0097-r-elig-ta,F0097,old_age_pension,ta,reasoning,"வருமான வரம்பு மற்றும் குடும்ப அளவு விதியின் அடிப்படையில், இந்த விண்ணப்பதாரர் தகுதியானவரா? ஆம் அல்லது இல்லை என பதிலளிக்கவும்.",no
F0097-r-elig-mr,F0097,old_age_pension,mr,reasoning,"उत्पन्न मर्यादा आणि कुटुंब आकाराच्या नियमानुसार, हा अर्जदार पात्र आहे का? होय किंवा नाही उत्तर द्या.",no
F0097-r-elig-kn,F0097,old_age_pension,kn,reasoning,"ಆದಾಯ ಮಿತಿ ಮತ್ತು ಕುಟುಂಬ ಗಾತ್ರದ ನಿಯಮದ ಆಧಾರದ ಮೇಲೆ, ಈ ಅರ್ಜಿದಾರರು ಅರ್ಹರೇ? ಹೌದು ಅಥವಾ ಇಲ್ಲ ಎಂದು ಉತ್ತರಿಸಿ.",no
F0098-x-applicant_name-en,F0098,scholarship,en,extraction,Applicant Name?,Fatima Begum
F0098-x-applicant_name-hi,F0098,scholarship,hi,extraction,आवेदक का नाम?,फ़ातिमा बेगम
F0098-x-applicant_name-bn,F0098,scholarship,bn,extraction,আবেদনকারীর নাম?,ফাতিমা বেগম
F0098-x-applicant_name-te,F0098,scholarship,te,extraction,దరఖాస్తుదారు పేరు?,ఫాతిమా బేగం
F0098-x-applicant_name-ta,F0098,scholarship,ta,extraction,விண்ணப்பதாரர் பெயர்?,பாத்திமா பேகம்
F0098-x-applicant_name-mr,F0098,scholarship,mr,extraction,अर्जदाराचे नाव?,फातिमा बेगम
F0098-x-applicant_name-kn,F0098,scholarship,kn,extraction,ಅರ್ಜಿದಾರರ ಹೆಸರು?,ಫಾತಿಮಾ ಬೇಗಂ
F0098-x-district-en,F0098,scholarship,en,extraction,District?,Nashik
F0098-x-district-hi,F0098,scholarship,hi,extraction,जिला?,नाशिक
F0098-x-district-bn,F0098,scholarship,bn,extraction,জেলা?,নাসিক
F0098-x-district-te,F0098,scholarship,te,extraction,జిల్లా?,నాసిక్
F0098-x-district-ta,F0098,scholarship,ta,extraction,மாவட்டம்?,நாசிக்
F0098-x-district-mr,F0098,scholarship,mr,extraction,जिल्हा?,नाशिक
F0098-x-district-kn,F0098,scholarship,kn,extraction,ಜಿಲ್ಲೆ?,ನಾಸಿಕ್
F0098-x-annual_income-en,F0098,scholarship,en,extraction,Annual Income (Rs.)?,96000
F0098-x-annual_income-hi,F0098,scholarship,hi,extraction,वार्षिक आय (रु.)?,96000
F0098-x-annual_income-bn,F0098,scholarship,bn,extraction,বার্ষিক আয় (টাকা)?,96000
F0098-x-annual_income-te,F0098,scholarship,te,extraction,వార్షిక ఆదాయం (రూ.)?,96000
F0098-x-annual_income-ta,F0098,scholarship,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,96000
F0098-x-annual_income-mr,F0098,scholarship,mr,extraction,वार्षिक उत्पन्न (रु.)?,96000
F0098-x-annual_income-kn,F0098,scholarship,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,96000
F0098-x-family_members-en,F0098,scholarship,en,extraction,Number of Family Members?,4
F0098-x-family_members-hi,F0098,scholarship,hi,extraction,परिवार के सदस्यों की संख्या?,4
F0098-x-family_members-bn,F0098,scholarship,bn,extraction,পরিবারের সদস্য সংখ্যা?,4
F0098-x-family_members-te,F0098,scholarship,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,4
F0098-x-family_members-ta,F0098,scholarship,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,4
F0098-x-family_members-mr,F0098,scholarship,mr,extraction,कुटुंब सदस्यांची संख्या?,4
F0098-x-family_members-kn,F0098,scholarship,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,4
F0098-x-category-en,F0098,scholarship,en,extraction,Category?,General
F0098-x-category-hi,F0098,scholarship,hi,extraction,श्रेणी?,General
F0098-x-category-bn,F0098,scholarship,bn,extraction,শ্রেণী?,General
F0098-x-category-te,F0098,scholarship,te,extraction,వర్గం?,General
F0098-x-category-ta,F0098,scholarship,ta,extraction,பிரிவு?,General
F0098-x-category-mr,F0098,scholarship,mr,extraction,प्रवर्ग?,General
F0098-x-category-kn,F0098,scholarship,kn,extraction,ವರ್ಗ?,General
F0098-r-elig-en,F0098,scholarship,en,reasoning,"Based on the income cap and household size rule, is this applicant eligible? Answer yes or no.",yes
F0098-r-elig-hi,F0098,scholarship,hi,reasoning,"आय सीमा और परिवार के आकार के नियम के आधार पर, क्या यह आवेदक पात्र है? हाँ या नहीं में उत्तर दें।",yes
F0098-r-elig-bn,F0098,scholarship,bn,reasoning,"আয়ের সীমা এবং পরিবারের আকারের নিয়ম অনুসারে, এই আবেদনকারী কি যোগ্য? হ্যাঁ বা না উত্তর দিন।",yes
F0098-r-elig-te,F0098,scholarship,te,reasoning,"ఆదాయ పరిమితి మరియు కుటుంబ పరిమాణ నియమం ఆధారంగా, ఈ దరఖాస్తుదారు అర్హులా? అవును లేదా కాదు అని సమాధానం ఇవ్వండి.",yes
F0098-r-elig-ta,F0098,scholarship,ta,reasoning,"வருமான வரம்பு மற்றும் குடும்ப அளவு விதியின் அடிப்படையில், இந்த விண்ணப்பதாரர் தகுதியானவரா? ஆம் அல்லது இல்லை என பதிலளிக்கவும்.",yes
F0098-r-elig-mr,F0098,scholarship,mr,reasoning,"उत्पन्न मर्यादा आणि कुटुंब आकाराच्या नियमानुसार, हा अर्जदार पात्र आहे का? होय किंवा नाही उत्तर द्या.",yes
F0098-r-elig-kn,F0098,scholarship,kn,reasoning,"ಆದಾಯ ಮಿತಿ ಮತ್ತು ಕುಟುಂಬ ಗಾತ್ರದ ನಿಯಮದ ಆಧಾರದ ಮೇಲೆ, ಈ ಅರ್ಜಿದಾರರು ಅರ್ಹರೇ? ಹೌದು ಅಥವಾ ಇಲ್ಲ ಎಂದು ಉತ್ತರಿಸಿ.",yes
F0099-x-applicant_name-en,F0099,ration_card,en,extraction,Applicant Name?,Fatima Begum
F0099-x-applicant_name-hi,F0099,ration_card,hi,extraction,आवेदक का नाम?,फ़ातिमा बेगम
F0099-x-applicant_name-bn,F0099,ration_card,bn,extraction,আবেদনকারীর নাম?,ফাতিমা বেগম
F0099-x-applicant_name-te,F0099,ration_card,te,extraction,దరఖాస్తుదారు పేరు?,ఫాతిమా బేగం
F0099-x-applicant_name-ta,F0099,ration_card,ta,extraction,விண்ணப்பதாரர் பெயர்?,பாத்திமா பேகம்
F0099-x-applicant_name-mr,F0099,ration_card,mr,extraction,अर्जदाराचे नाव?,फातिमा बेगम
F0099-x-applicant_name-kn,F0099,ration_card,kn,extraction,ಅರ್ಜಿದಾರರ ಹೆಸರು?,ಫಾತಿಮಾ ಬೇಗಂ
F0099-x-district-en,F0099,ration_card,en,extraction,District?,Salem
F0099-x-district-hi,F0099,ration_card,hi,extraction,जिला?,सेलम
F0099-x-district-bn,F0099,ration_card,bn,extraction,জেলা?,সালেম
F0099-x-district-te,F0099,ration_card,te,extraction,జిల్లా?,సేలం
F0099-x-district-ta,F0099,ration_card,ta,extraction,மாவட்டம்?,சேலம்
F0099-x-district-mr,F0099,ration_card,mr,extraction,जिल्हा?,सेलम
F0099-x-district-kn,F0099,ration_card,kn,extraction,ಜಿಲ್ಲೆ?,ಸೇಲಂ
F0099-x-annual_income-en,F0099,ration_card,en,extraction,Annual Income (Rs.)?,96000
F0099-x-annual_income-hi,F0099,ration_card,hi,extraction,वार्षिक आय (रु.)?,96000
F0099-x-annual_income-bn,F0099,ration_card,bn,extraction,বার্ষিক আয় (টাকা)?,96000
F0099-x-annual_income-te,F0099,ration_card,te,extraction,వార్షిక ఆదాయం (రూ.)?,96000
F0099-x-annual_income-ta,F0099,ration_card,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,96000
F0099-x-annual_income-mr,F0099,ration_card,mr,extraction,वार्षिक उत्पन्न (रु.)?,96000
F0099-x-annual_income-kn,F0099,ration_card,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,96000
F0099-x-family_members-en,F0099,ration_card,en,extraction,Number of Family Members?,3
F0099-x-family_members-hi,F0099,ration_card,hi,extraction,परिवार के सदस्यों की संख्या?,3
F0099-x-family_members-bn,F0099,ration_card,bn,extraction,পরিবারের সদস্য সংখ্যা?,3
F0099-x-family_members-te,F0099,ration_card,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,3
F0099-x-family_members-ta,F0099,ration_card,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,3
F0099-x-family_members-mr,F0099,ration_card,mr,extraction,कुटुंब सदस्यांची संख्या?,3
F0099-x-family_members-kn,F0099,ration_card,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,3
F0099-x-category-en,F0099,ration_card,en,extraction,Category?,ST
F0099-x-category-hi,F0099,ration_card,hi,extraction,श्रेणी?,ST
F0099-x-category-bn,F0099,ration_card,bn,extraction,শ্রেণী?,ST
F0099-x-category-te,F0099,ration_card,te,extraction,వర్గం?,ST
F0099-x-category-ta,F0099,ration_card,ta,extraction,பிரிவு?,ST
F0099-x-category-mr,F0099,ration_card,mr,extraction,प्रवर्ग?,ST
F0099-x-category-kn,F0099,ration_card,kn,extraction,ವರ್ಗ?,ST
F0099-r-elig-en,F0099,ration_card,en,reasoning,"Based on the income cap and household size rule, is this applicant eligible? Answer yes or no.",yes
